img1,img2,type,uid_connection,date,cluster_file,cluster
02a60e2ec74b43988f70aad45e209fa8,7e5347fa9eeb42558c6d622909e248d8,POSITIVE,02a60e2ec74b43988c6d622909e248d8,10-06-2022_14:57:48,morphograph,237.0
02a60e2ec74b43988f70aad45e209fa8,f5dd110690c14a4e98965b1b713249ba,POSITIVE,02a60e2ec74b439898965b1b713249ba,10-06-2022_14:57:48,morphograph,237.0
02a60e2ec74b43988f70aad45e209fa8,fb030ef7fe4c4cc793fa86167fb1ddc7,POSITIVE,02a60e2ec74b439893fa86167fb1ddc7,10-06-2022_14:57:48,morphograph,237.0
02ab8a998f934cb9bda2e6b715a76f28,f60626ca0ded484f9e2780e96cdd78bb,POSITIVE,02ab8a998f934cb99e2780e96cdd78bb,10-06-2022_15:21:25,morphograph,868.0
030c45cd1f8c41209449c94c30bb4c09,4eecb344f02b4ff8a68bdef3b6d8aaf2,SIMILAR,030c45cd1f8c4120a68bdef3b6d8aaf2,10-06-2022_15:52:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,45.0
030c45cd1f8c41209449c94c30bb4c09,cbedebfccbe046ae9e57ff3aa96741c3,SIMILAR,030c45cd1f8c41209e57ff3aa96741c3,10-06-2022_15:52:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,45.0
03460cad395742dcaa4966028bc0f223,2b93239fbd76468d8c43a55227cb4c0c,POSITIVE,03460cad395742dc8c43a55227cb4c0c,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,2c2590d90873417280e1906adcc82d39,POSITIVE,03460cad395742dc80e1906adcc82d39,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,2e90c9d3149c4d1dba004552fb547e67,POSITIVE,03460cad395742dcba004552fb547e67,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,3f3a15c16a9d47f8860faee50c5a74c2,POSITIVE,03460cad395742dc860faee50c5a74c2,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,756bea186d0b4012a8d7c9a7e1d9f6d5,POSITIVE,03460cad395742dca8d7c9a7e1d9f6d5,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,8b9d94eb42164b0db12b479d05dfd5f1,POSITIVE,03460cad395742dcb12b479d05dfd5f1,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,abd60b8a01ee41689b77f435cca1f08e,POSITIVE,03460cad395742dc9b77f435cca1f08e,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,b1ea808ff35545b4a9447fe7121654dd,POSITIVE,03460cad395742dca9447fe7121654dd,10-06-2022_15:06:47,morphograph,515.0
03460cad395742dcaa4966028bc0f223,b76c7caf992b4cf59c43ec9ddb2cbcc3,POSITIVE,03460cad395742dc9c43ec9ddb2cbcc3,10-06-2022_15:06:47,morphograph,515.0
03831e0f677d4c43ae34185065b93191,629397fc2a1640d792279380f19a9a24,POSITIVE,03831e0f677d4c4392279380f19a9a24,10-06-2022_14:49:33,morphograph,71.0
03831e0f677d4c43ae34185065b93191,7463d38e001346e3a6c3dd1e8a084a75,POSITIVE,03831e0f677d4c43a6c3dd1e8a084a75,10-06-2022_14:49:33,morphograph,71.0
03831e0f677d4c43ae34185065b93191,7a4753b8b45144fa94b5739f13fe163d,POSITIVE,03831e0f677d4c4394b5739f13fe163d,10-06-2022_14:49:33,morphograph,71.0
03831e0f677d4c43ae34185065b93191,9f81097da9b94a2cbd1ab20f03ac312b,POSITIVE,03831e0f677d4c43bd1ab20f03ac312b,10-06-2022_14:49:33,morphograph,71.0
039654fa0230464cb68247bc0c7012f0,0fc2847a814b48e1846d3961e64ff672,POSITIVE,039654fa0230464c846d3961e64ff672,10-06-2022_15:21:29,morphograph,869.0
0447d3c1e6194d5fad3f77d11783bddf,8ef2666046e54ea1b4f9cad060b4fca1,POSITIVE,0447d3c1e6194d5fb4f9cad060b4fca1,14-06-2022_20:37:09,07-06-2022/clusters_optics_0.13_07-06-2022_19,44.0
0447d3c1e6194d5fad3f77d11783bddf,c1a818e01cc2476aad697a84269fd73e,POSITIVE,0447d3c1e6194d5fad697a84269fd73e,14-06-2022_20:37:09,07-06-2022/clusters_optics_0.13_07-06-2022_19,44.0
0471c8fdcf4542a98dadb93cabede228,34416d7f1a2d4055b5a7dec6b2d8dac7,POSITIVE,0471c8fdcf4542a9b5a7dec6b2d8dac7,10-06-2022_15:52:59,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,60.0
0499ae12a48d41fb838935658b362f08,df7cafa60e1d46e3b0be4f6516b6c8c7,POSITIVE,0499ae12a48d41fbb0be4f6516b6c8c7,14-06-2022_21:44:02,07-06-2022/clusters_optics_0.13_07-06-2022_19,1285.0
04c8301f6fd74436bb4c45865cc92691,e244bc0bb7b847458e07253df5fab8a5,POSITIVE,04c8301f6fd744368e07253df5fab8a5,10-06-2022_15:47:18,01-06-2022/clusters_dbscan_0.08_01-06-2022_19,28.0
04c94eb659744220bf48122f11c1e59f,480e5f70d7dd46759abb83df4a25ab78,POSITIVE,04c94eb6597442209abb83df4a25ab78,10-06-2022_15:21:34,morphograph,870.0
04e6f4ebe8024cd6a397157e5a186ed3,454ce6765a444c02b463a2020d9a8d08,POSITIVE,04e6f4ebe8024cd6b463a2020d9a8d08,10-06-2022_14:45:20,morphograph,62.0
04e6f4ebe8024cd6a397157e5a186ed3,63c56a235b7a496e83fe1105824ba126,POSITIVE,04e6f4ebe8024cd683fe1105824ba126,10-06-2022_14:45:20,morphograph,62.0
04e6f4ebe8024cd6a397157e5a186ed3,a3aca32517a348198326b356d8b1d8b0,POSITIVE,04e6f4ebe8024cd68326b356d8b1d8b0,10-06-2022_14:45:20,morphograph,62.0
04e6f4ebe8024cd6a397157e5a186ed3,bb6c2ee46dd241a4a9ded6104fce1ca6,POSITIVE,04e6f4ebe8024cd6a9ded6104fce1ca6,10-06-2022_14:45:20,morphograph,62.0
04e6f4ebe8024cd6a397157e5a186ed3,d7fe4958a0f44488827f84b2bb5711ad,POSITIVE,04e6f4ebe8024cd6827f84b2bb5711ad,10-06-2022_14:45:20,morphograph,62.0
04e6f4ebe8024cd6a397157e5a186ed3,ea0b2e19aaf04860b0f133c4a5436719,POSITIVE,04e6f4ebe8024cd6b0f133c4a5436719,10-06-2022_14:45:20,morphograph,62.0
04f6fff1c2ce4627a4a458c7cdaf7a67,4b23d65b1cba4c74905b0566e218ab4d,SIMILAR,04f6fff1c2ce4627905b0566e218ab4d,10-06-2022_15:53:22,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,70.0
0544410788214cd28bfedd50eda23f4d,d8532c4ccd484c349a5c7c1b3ca4a8af,POSITIVE,0544410788214cd29a5c7c1b3ca4a8af,10-06-2022_15:21:38,morphograph,871.0
0557fa2cdc764563aa8fba2a63fcd0ee,11740208a3f741859febbe63aa8b4d2d,POSITIVE,0557fa2cdc7645639febbe63aa8b4d2d,10-06-2022_15:53:35,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,76.0
0557fa2cdc764563aa8fba2a63fcd0ee,41fe07be55014fb0aa81b3fa922acb2d,POSITIVE,0557fa2cdc764563aa81b3fa922acb2d,10-06-2022_15:53:35,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,76.0
0586e0d9c5f74793ac92fa47e6808fc2,56c4493d99704a3fb48c17c5d9f33a96,POSITIVE,0586e0d9c5f74793b48c17c5d9f33a96,10-06-2022_15:53:59,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,84.0
05ee1838c5004c7880b2bfebfa6d56e5,7d938fb8a0ef4a5e814ce5f8a53149e0,POSITIVE,05ee1838c5004c78814ce5f8a53149e0,10-06-2022_15:15:31,morphograph,708.0
05ee1838c5004c7880b2bfebfa6d56e5,c64dc81027754e21b921911410697002,POSITIVE,05ee1838c5004c78b921911410697002,10-06-2022_15:15:31,morphograph,708.0
05ee1838c5004c7880b2bfebfa6d56e5,c8fa26964f6c40448cc7876283049dee,POSITIVE,05ee1838c5004c788cc7876283049dee,10-06-2022_15:15:31,morphograph,708.0
05f5c4e0325f40019eeb0bb542c1f692,14a738ba9b91454a997738105ccf5c9b,POSITIVE,05f5c4e0325f4001997738105ccf5c9b,10-06-2022_15:21:44,morphograph,872.0
05f5c4e0325f40019eeb0bb542c1f692,c96a31ca390b461ea128a851b85576d5,POSITIVE,05f5c4e0325f4001a128a851b85576d5,10-06-2022_15:21:44,morphograph,872.0
0601f0b1410548548e40a058a1283481,b907249adc33402c8a95659c1241fc2a,POSITIVE,0601f0b1410548548a95659c1241fc2a,14-06-2022_20:51:15,07-06-2022/clusters_optics_0.13_07-06-2022_19,1151.0
061d3a1c74304ddbb211706b998650f6,94c614fd770a49ff999e9fea175887ff,POSITIVE,061d3a1c74304ddb999e9fea175887ff,10-06-2022_15:21:50,morphograph,873.0
063455dd69a146048cdb7a69ddbec299,5ac8b1c133cb47d1b302f84e6e62b869,POSITIVE,063455dd69a14604b302f84e6e62b869,10-06-2022_15:21:54,morphograph,874.0
066c36f2a35f4ba583e7796a212203f1,01435531eca4444ea277d12dffbb0068,POSITIVE,066c36f2a35f4ba5a277d12dffbb0068,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,2a8d4e1bfdb74eca8b4b638da1fbc4f7,POSITIVE,066c36f2a35f4ba58b4b638da1fbc4f7,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,4ca7465c479e403eb4066ea9179bb432,POSITIVE,066c36f2a35f4ba5b4066ea9179bb432,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,52c28ef42c1d4aae96c7631fcca7d660,POSITIVE,066c36f2a35f4ba596c7631fcca7d660,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,53be2276c1eb4211a7383c56766aee77,POSITIVE,066c36f2a35f4ba5a7383c56766aee77,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,5d79b149cf7445a4bfdf23d9b798a68c,POSITIVE,066c36f2a35f4ba5bfdf23d9b798a68c,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,6f96097f261f4094badaaf011a889c8e,POSITIVE,066c36f2a35f4ba5badaaf011a889c8e,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,9ce56b3c8059489aa05ee37b5bbaffc0,POSITIVE,066c36f2a35f4ba5a05ee37b5bbaffc0,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,ab78cee608eb4524a4f3fc072b24f042,POSITIVE,066c36f2a35f4ba5a4f3fc072b24f042,10-06-2022_14:42:00,morphograph,33.0
066c36f2a35f4ba583e7796a212203f1,e7d5b8fabef34afd901588f50ff53919,POSITIVE,066c36f2a35f4ba5901588f50ff53919,10-06-2022_14:42:00,morphograph,33.0
06a117ba321f4d02b1d4b109482c12c0,63e24732ea17430f98f518ed4cbe9566,POSITIVE,06a117ba321f4d0298f518ed4cbe9566,10-06-2022_15:54:35,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,92.0
06a117ba321f4d02b1d4b109482c12c0,6831e71713b948979d7e0261f8d96f8c,POSITIVE,06a117ba321f4d029d7e0261f8d96f8c,10-06-2022_15:54:35,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,92.0
06c2fce1e520487282705699629d1a84,4974ca69bb9642a0bb48d465605ffd01,POSITIVE,06c2fce1e5204872bb48d465605ffd01,10-06-2022_14:54:02,morphograph,124.0
06c2fce1e520487282705699629d1a84,5483000b30594b1c9b8e5676554dc902,POSITIVE,06c2fce1e52048729b8e5676554dc902,10-06-2022_14:54:02,morphograph,124.0
06c2fce1e520487282705699629d1a84,b6d62675367246f08144199e70494c9b,POSITIVE,06c2fce1e52048728144199e70494c9b,10-06-2022_14:54:02,morphograph,124.0
06cb0adb02734a8ab982b9fc719354a1,0e8559888ebd4655a1052fa465975ab8,POSITIVE,06cb0adb02734a8aa1052fa465975ab8,14-06-2022_20:35:10,07-06-2022/clusters_optics_0.13_07-06-2022_19,31.0
07bd2080c6f241ff9785b73e1208104c,ea372f651bdb45158cf768bb3c33b1d7,POSITIVE,07bd2080c6f241ff8cf768bb3c33b1d7,10-06-2022_14:57:11,morphograph,221.0
07bd2080c6f241ff9785b73e1208104c,eb6c0d6a94984df2a49af82b94668075,POSITIVE,07bd2080c6f241ffa49af82b94668075,10-06-2022_14:57:11,morphograph,221.0
07be79a34c8748b6a8ca64302af719f0,127b630cd45943f0adce3abec858b57d,POSITIVE,07be79a34c8748b6adce3abec858b57d,10-06-2022_14:58:21,morphograph,255.0
07be79a34c8748b6a8ca64302af719f0,3b7aeffd98cc4b36bf825f122ab69069,POSITIVE,07be79a34c8748b6bf825f122ab69069,10-06-2022_14:58:21,morphograph,255.0
07be79a34c8748b6a8ca64302af719f0,733e4c113f0041fc9307b74c5269038c,POSITIVE,07be79a34c8748b69307b74c5269038c,10-06-2022_14:58:21,morphograph,255.0
07be79a34c8748b6a8ca64302af719f0,a864a7dc81914508b0f926bf0bab5da3,POSITIVE,07be79a34c8748b6b0f926bf0bab5da3,10-06-2022_14:58:21,morphograph,255.0
08534f3cb92f43568293700d59f5755a,1da862cea2ae4c589a47d09e89c64069,POSITIVE,08534f3cb92f43569a47d09e89c64069,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,21304e6dbe314d408ea1b6d9d090c17d,POSITIVE,08534f3cb92f43568ea1b6d9d090c17d,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,3569862c7af143e88d4d2e9b01eaa12c,POSITIVE,08534f3cb92f43568d4d2e9b01eaa12c,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,3af811c1f70246b78337e84eeeb95f88,POSITIVE,08534f3cb92f43568337e84eeeb95f88,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,43a6ec6c2df6404cb82c1b3762cbcc8e,POSITIVE,08534f3cb92f4356b82c1b3762cbcc8e,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,7c2d9578448f4e62b6da913843fc7497,POSITIVE,08534f3cb92f4356b6da913843fc7497,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,91bffa0644674445a2b776fcb9a465c9,POSITIVE,08534f3cb92f4356a2b776fcb9a465c9,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,f44588d01a6d4b54aaab7e6137b51dbc,POSITIVE,08534f3cb92f4356aaab7e6137b51dbc,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
08534f3cb92f43568293700d59f5755a,fed6081dbf34472d91726da52d86331f,POSITIVE,08534f3cb92f435691726da52d86331f,10-06-2022_15:55:24,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,112.0
086c682b73db470ca64167b8390db39a,0eef8204802d4d0ea8476f99d60ad6a3,POSITIVE,086c682b73db470ca8476f99d60ad6a3,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,11c13fe3e7a3440f9ee24e43ae70014b,POSITIVE,086c682b73db470c9ee24e43ae70014b,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,174d852789574ae4b865c76818e0ab41,POSITIVE,086c682b73db470cb865c76818e0ab41,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,17a42e2fda114534be411216a9e2ea40,POSITIVE,086c682b73db470cbe411216a9e2ea40,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,192c63bcbeaf4600a96f27cd922f114d,POSITIVE,086c682b73db470ca96f27cd922f114d,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,5715e0ba3c2843b3abdf13bbb46da1b8,POSITIVE,086c682b73db470cabdf13bbb46da1b8,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,6a8e8f83dd8b45afa1557087b9edec45,POSITIVE,086c682b73db470ca1557087b9edec45,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,7f92cea5764a4f15bb2cd3e22ce4611d,POSITIVE,086c682b73db470cbb2cd3e22ce4611d,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,a7da74e233084c39a68f53ad787d407b,POSITIVE,086c682b73db470ca68f53ad787d407b,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,ccf8b3d1943e40338a61efcfec61eba7,POSITIVE,086c682b73db470c8a61efcfec61eba7,10-06-2022_15:10:45,morphograph,581.0
086c682b73db470ca64167b8390db39a,e70c23c8848c41e384a1029a7f7be844,POSITIVE,086c682b73db470c84a1029a7f7be844,10-06-2022_15:10:45,morphograph,581.0
08721ac48613493b81241733f330001b,abb4ad21414f45ccb288c3de45b5e1ca,POSITIVE,08721ac48613493bb288c3de45b5e1ca,10-06-2022_15:55:32,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,115.0
08bd44b6123a499bb501922657bcc240,55f45badebe5404cbb6444e73cf7d2b7,POSITIVE,08bd44b6123a499bbb6444e73cf7d2b7,10-06-2022_15:55:54,07-06-2022/clusters_dbscan_0.00239_07-06-2022_19,121.0
